lambda,resolution,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.6,0.3,0,0.40321952260538707,0.941,0.824,0,10,Acly
0.6,0.3,0,0.9225440670154095,1,0.893,0,10,Snap25
0.6,0.3,0,1.7049891077160675,0.152,0.048,0,10,Rxra
0.6,0.3,0,0.39770176158721426,0.959,0.855,0,10,Rpn1
0.6,0.3,0,0.4370502142884267,0.962,0.861,0,10,Ogdh
0.6,0.3,0,0.5580558586737427,0.979,0.881,0,10,Ids
0.6,0.3,0,2.315315837643719,0.105,0.026,0,10,Tcap
0.6,0.3,0,0.5469074472499118,0.987,0.911,0,10,Oxct1
0.6,0.3,0,0.3422339900836944,1,0.931,0,10,App
0.6,0.3,0,0.6719393840624666,0.996,0.94,0,10,Cs
0.6,0.3,0,1.0189055916530925,0.999,0.947,0,10,Pgam1
0.6,0.3,0,1.1951948647764206,1,0.957,0,10,Mdh1
0.6,0.3,0,0.42986255102814086,0.972,0.931,0,10,Arhgap5
0.6,0.3,0,0.4411146876624086,0.992,0.956,0,10,Cox4i1
0.6,0.3,0,0.8637284111121004,0.999,0.967,0,10,Uqcrc1
0.6,0.3,0,0.9058768577158425,0.999,0.972,0,10,Ldhb
0.6,0.3,0,0.7223360215439003,0.999,0.982,0,10,Sdha
0.6,0.3,0,0.7068775086690664,1,0.995,0,10,Pkm
0.6,0.3,0,0.536982744021445,1,1,0,10,Gapdh
0.6,0.3,0,0.363474906530469,1,1,0,10,Psap
0.6,0.3,2.9913804950390222e-304,0.6848807920791241,0.425,0.263,1.4179143546484965e-301,10,Cbr1
0.6,0.3,2.1859707688762892e-274,1.4510880608436183,0.247,0.136,1.0361501444473611e-271,10,Calb2
0.6,0.3,1.3185739907295384e-265,0.3699632567474266,0.727,0.553,6.250040716058012e-263,10,Pcx
0.6,0.3,8.363296978792711e-255,0.3875551184609897,0.675,0.501,3.964202767947745e-252,10,Lta4h
0.6,0.3,7.149835418279186e-251,0.3394809195292902,0.833,0.699,3.3890219882643342e-248,10,Akt1
0.6,0.3,6.42341896366539e-250,0.8682857002320961,0.266,0.149,3.044700588777395e-247,10,Ifit2
0.6,0.3,2.9059972355156014e-249,0.3947275901862657,0.731,0.578,1.377442689634395e-246,10,Slc33a1
0.6,0.3,3.4811945778013763e-242,0.6371049402518774,0.332,0.198,1.6500862298778524e-239,10,Pgm2
0.6,0.3,2.6547860261138666e-240,0.41131405114853004,0.5,0.339,1.2583685763779728e-237,10,Acad8
0.6,0.3,7.205854231976425e-236,0.42289934760200193,0.578,0.405,3.4155749059568254e-233,10,Hs2st1
0.6,0.3,4.3125009922860407e-169,0.8167429891042857,0.188,0.104,2.0441254703435833e-166,10,Dgat1
0.6,0.3,5.434391614972198e-166,2.875375152717136,0.146,0.079,2.575901625496822e-163,10,Ndnf
0.6,0.3,2.0960914027690014e-149,0.3613896672974486,0.52,0.387,9.935473249125067e-147,10,Pank3
0.6,0.3,3.018471712233426e-140,0.40553367084934977,0.372,0.258,1.430755591598644e-137,10,Acsl1
0.6,0.3,8.443453761160096e-132,0.3806233491634039,0.374,0.262,4.0021970827898854e-129,10,Abca7
0.6,0.3,9.117802769959634e-132,0.26990325493426237,0.674,0.551,4.321838512960866e-129,10,Stt3a
0.6,0.3,4.9673426440337e-124,0.4264147788884094,0.359,0.255,2.354520413271974e-121,10,C1galt1c1
0.6,0.3,2.456291562595728e-112,0.3774226307971058,0.396,0.291,1.164282200670375e-109,10,St3gal2
0.6,0.3,5.010854858600891e-112,0.29886516020873943,0.491,0.373,2.3751452029768224e-109,10,Pomgnt1
0.6,0.3,1.8584568483528665e-105,0.406507644116203,0.373,0.276,8.809085461192588e-103,10,Cox14
0.6,0.3,1.295932521862711e-103,0.8561424992443558,0.106,0.056,6.14272015362925e-101,10,Syt6
0.6,0.3,2.8624981360965762e-99,1.0037969408560712,0.347,0.268,1.356824116509777e-96,10,Lamp5
0.6,0.3,3.682641581181397e-95,0.3116627130454446,0.402,0.302,1.7455721094799825e-92,10,Ophn1
0.6,0.3,1.4870536524749754e-85,0.26782974528917336,0.484,0.383,7.048634312731383e-83,10,Ext2
0.6,0.3,9.718517575530756e-75,0.37555546412294394,0.249,0.178,4.606577330801579e-72,10,St6galnac4
0.6,0.3,2.6230870828508367e-72,0.2805191670086108,0.44,0.353,1.2433432772712965e-69,10,Impdh2
0.6,0.3,4.812829678038052e-64,0.43591957686197214,0.199,0.14,2.2812812673900364e-61,10,Cox10
0.6,0.3,1.2116530200450444e-47,0.29533670041712234,0.255,0.196,5.74323531501351e-45,10,Pla2g12a
0.6,0.3,6.453673632181485e-39,0.2943467412879217,0.185,0.14,3.0590413016540235e-36,10,Hilpda
0.6,0.3,2.1115217211990844e-34,0.3630545094213242,0.155,0.116,1.000861295848366e-31,10,Ppat
0.6,0.3,1.737877403214068e-33,0.46254509375579067,0.11,0.078,8.237538891234681e-31,10,Khk
0.6,0.3,6.3054863868066536e-21,0.2684372880237911,0.112,0.086,2.9888005473463538e-18,10,Vldlr
0.6,0.3,0,6.462399549124848,0.935,0.096,0,11,Pdgfra
0.6,0.3,0,2.3304077245415,0.972,0.338,0,11,Pllp
0.6,0.3,0,4.214784441047826,0.979,0.397,0,11,Tnr
0.6,0.3,0,3.1075044595541375,0.868,0.326,0,11,Gpt2
0.6,0.3,0,3.227462053218301,0.907,0.376,0,11,Chst11
0.6,0.3,0,1.1987058518409164,0.88,0.445,0,11,Fads2
0.6,0.3,0,0.68220237165094,0.82,0.391,0,11,Timp3
0.6,0.3,0,2.9360144694618677,0.541,0.116,0,11,Dpyd
0.6,0.3,0,1.8453371699039396,0.561,0.147,0,11,Lpcat2
0.6,0.3,0,1.6640883909715192,0.873,0.471,0,11,Abca1
0.6,0.3,0,1.551305381935593,0.608,0.252,0,11,Rapgef3
0.6,0.3,0,0.7777511953259875,0.925,0.57,0,11,Opcml
0.6,0.3,0,0.3178554370117188,0.739,0.411,0,11,Htra1
0.6,0.3,0,1.6057172132959903,0.755,0.428,0,11,Tubb2b
0.6,0.3,0,1.9150028029212576,0.746,0.429,0,11,Vegfa
0.6,0.3,0,2.1081292392912037,0.918,0.611,0,11,Arsb
0.6,0.3,0,1.5421782187530253,0.639,0.341,0,11,Hsd17b12
0.6,0.3,0,1.920190090632226,0.433,0.146,0,11,Ifit2
0.6,0.3,0,0.3694291928347627,0.696,0.434,0,11,Srebf1
0.6,0.3,0,1.5238814357572128,0.885,0.626,0,11,Sgpl1
0.6,0.3,0,1.1843444808947186,0.766,0.509,0,11,Abcg1
0.6,0.3,0,1.753363695034732,0.397,0.156,0,11,Dcx
0.6,0.3,0,4.5871505241981385,0.244,0.013,0,11,Plpp4
0.6,0.3,0,0.5632171668199899,0.818,0.589,0,11,Scg3
0.6,0.3,0,0.8800383991403462,0.841,0.631,0,11,Me1
0.6,0.3,0,0.8410353612404086,0.373,0.167,0,11,Axl
0.6,0.3,0,0.6157139298905727,0.348,0.147,0,11,Plpp3
0.6,0.3,0,0.6669523394922289,0.371,0.173,0,11,Lypd1
0.6,0.3,0,1.0750997604299695,0.39,0.195,0,11,Soat1
0.6,0.3,0,0.6856535701014903,0.571,0.385,0,11,Degs1
0.6,0.3,0,0.6764535033089911,0.594,0.415,0,11,Adcy5
0.6,0.3,0,0.9091588165914546,0.492,0.315,0,11,Adh5
0.6,0.3,0,0.9917701254710387,0.478,0.301,0,11,Ophn1
0.6,0.3,0,1.1046514475159261,0.82,0.643,0,11,Ddost
0.6,0.3,0,1.443658008689873,0.32,0.147,0,11,Chsy1
0.6,0.3,0,0.6936190367905328,0.848,0.678,0,11,Fasn
0.6,0.3,0,1.3452480299434617,0.282,0.118,0,11,Jun
0.6,0.3,0,1.1252641023279233,0.343,0.185,0,11,Shmt2
0.6,0.3,0,2.0330299002383243,0.274,0.119,0,11,Hmgb2
0.6,0.3,0,0.7200683086603803,0.69,0.535,0,11,Fut8
0.6,0.3,0,2.1960536947485805,0.206,0.055,0,11,Pou3f1
0.6,0.3,0,0.897374580389472,0.773,0.635,0,11,Galnt1
0.6,0.3,0,0.6572173116485202,0.84,0.702,0,11,Hadhb
0.6,0.3,0,2.2812351996474973,0.995,0.86,0,11,Lrp1
0.6,0.3,0,0.7830845436972924,0.774,0.642,0,11,Hadha
0.6,0.3,0,0.6070800580564234,0.678,0.55,0,11,Acta2
0.6,0.3,0,2.2583171471956764,0.233,0.111,0,11,Gpnmb
0.6,0.3,0,0.598074358963173,0.797,0.701,0,11,Akt1
0.6,0.3,0,0.7826420500809279,0.833,0.737,0,11,Hif1a
0.6,0.3,0,0.4870012515542257,0.946,0.876,0,11,Glud1
0.6,0.3,0,0.6614542924034184,0.989,0.922,0,11,Cd81
0.6,0.3,0,0.7023286449349724,0.95,0.896,0,11,Ppt1
0.6,0.3,0,0.6517570276384546,0.999,0.987,0,11,Ckb
0.6,0.3,1.0917151159237076e-298,0.29956033795851733,0.457,0.255,5.174729649478373e-296,11,St3gal6
0.6,0.3,3.016326624389556e-292,0.9763812353554358,0.385,0.227,1.4297388199606494e-289,11,Sptlc2
0.6,0.3,1.3574085193998017e-288,0.5890667252855685,0.728,0.601,6.43411638195506e-286,11,Idh1
0.6,0.3,3.1197835645492575e-288,0.7733588364172007,0.552,0.393,1.478777409596348e-285,11,Lpin1
0.6,0.3,4.300313983800882e-286,0.8418729836635506,0.512,0.356,2.0383488283216182e-283,11,Ptdss1
0.6,0.3,1.4433485733782036e-281,1.0932427415957071,0.149,0.056,6.841472237812685e-279,11,Syt6
0.6,0.3,5.082102622855192e-281,0.6993168452653897,0.525,0.351,2.408916643233361e-278,11,Cat
0.6,0.3,3.061092988263923e-280,0.5934755798316803,0.74,0.635,1.4509580764370996e-277,11,P4ha1
0.6,0.3,3.2925959970703224e-268,1.1151815256866453,0.16,0.064,1.5606905026113329e-265,11,Ifit1
0.6,0.3,8.77923150171053e-247,0.8694378381769081,0.422,0.275,4.161355731810791e-244,11,Hmgcl
0.6,0.3,8.98421529394147e-242,1.2914624324347188,0.185,0.084,4.258518049328256e-239,11,Vldlr
0.6,0.3,2.880387401474865e-232,1.2154037942422495,0.256,0.138,1.3653036282990861e-229,11,Hilpda
0.6,0.3,1.4477701650271589e-230,0.601283959672976,0.469,0.306,6.862430582228734e-228,11,Idh2
0.6,0.3,1.6605074784146653e-230,0.46225753279239074,0.789,0.715,7.870805447685513e-228,11,Asah1
0.6,0.3,8.941426691408227e-228,1.116332250987072,0.183,0.084,4.238236251727499e-225,11,Plin2
0.6,0.3,4.502664983689518e-227,0.5759486043816473,0.624,0.487,2.1342632022688315e-224,11,Aldh7a1
0.6,0.3,1.7391075831835423e-225,0.7542284052654704,0.517,0.383,8.24336994428999e-223,11,Ext2
0.6,0.3,7.706620062371642e-219,0.6290766091236539,0.483,0.326,3.6529379095641585e-216,11,Fut9
0.6,0.3,2.8546606093462446e-218,0.8402746739066349,0.428,0.291,1.35310912883012e-215,11,St3gal2
0.6,0.3,5.3247702385459486e-216,0.6740883291136234,0.339,0.2,2.5239410930707798e-213,11,Cux2
0.6,0.3,4.445718250208789e-213,0.7549980259632618,0.485,0.352,2.107270450598966e-210,11,Impdh2
0.6,0.3,2.147639513185312e-212,0.4527551610909968,0.216,0.104,1.0179811292498378e-209,11,Hspg2
0.6,0.3,7.513957756746806e-205,0.34868590443904934,0.318,0.177,3.561615976697986e-202,11,Maf
0.6,0.3,5.198468047197703e-203,0.4102564137917843,0.812,0.719,2.4640738543717114e-200,11,Ndufv2
0.6,0.3,1.2198983981953255e-196,1.2433089861570132,0.144,0.063,5.782318407445843e-194,11,Ppara
0.6,0.3,5.21996722852661e-196,0.729062646779085,0.281,0.158,2.474264466321613e-193,11,Apoe
0.6,0.3,1.6570857553466915e-190,0.7042750727926812,0.247,0.135,7.854586480343318e-188,11,Tshz2
0.6,0.3,6.074858081148357e-190,1.1661738332564044,0.171,0.082,2.879482730464321e-187,11,Hmox1
0.6,0.3,1.4782275399088416e-182,0.3624864643846937,0.823,0.775,7.006798539167909e-180,11,Echs1
0.6,0.3,2.985800168906605e-178,0.3220872599345521,0.464,0.313,1.4152692800617308e-175,11,Gusb
0.6,0.3,3.0128686366583714e-174,0.6260900459001227,0.53,0.408,1.428099733776068e-171,11,Hs2st1
0.6,0.3,3.2488999326186544e-172,0.8697048981759861,0.343,0.227,1.5399785680612422e-169,11,Alg5
0.6,0.3,4.2093688834853763e-168,0.3146756065109201,0.859,0.805,1.9952408507720685e-165,11,Adam10
0.6,0.3,1.6621099829281124e-165,0.563544559727821,0.576,0.462,7.878401319079253e-163,11,Gpat4
0.6,0.3,1.931684959251028e-149,0.5803750940488004,0.43,0.306,9.156186706849873e-147,11,Naga
0.6,0.3,2.642401122574453e-149,0.2898814928642448,0.889,0.858,1.2524981321002908e-146,11,Rpn1
0.6,0.3,6.97336367606999e-148,0.6056289412411637,0.445,0.325,3.305374382457175e-145,11,Aldh9a1
0.6,0.3,5.029863502129363e-146,1.1264731907380408,0.126,0.059,2.384155300009318e-143,11,Cad
0.6,0.3,9.244423751177294e-146,0.47656391090008887,0.423,0.29,4.3818568580580375e-143,11,Acadl
0.6,0.3,1.932176664486839e-141,0.6382115936149391,0.491,0.389,9.158517389667616e-139,11,Pank3
0.6,0.3,2.1765601369002938e-136,0.6950852337597954,0.373,0.264,1.0316895048907393e-133,11,Nt5c
0.6,0.3,4.672432056078031e-136,0.9848969516950246,0.187,0.105,2.2147327945809865e-133,11,Dgat1
0.6,0.3,9.96432568981099e-135,0.7251708559384358,0.283,0.18,4.7230903769704095e-132,11,Hibadh
0.6,0.3,3.3748178229992106e-134,0.5796894471213165,0.484,0.374,1.599663648101626e-131,11,Pomgnt1
0.6,0.3,2.516090156366853e-125,0.7197789189965547,0.365,0.263,1.1926267341178882e-122,11,Abca7
0.6,0.3,1.7345456760946123e-124,0.7129364645512819,0.281,0.181,8.221746504688462e-122,11,Bcl2
0.6,0.3,1.5846775515204868e-122,0.25769971549790793,0.867,0.826,7.511371594207107e-120,11,Acly
0.6,0.3,3.34292772945076e-113,0.4436094415235453,0.643,0.581,1.58454774375966e-110,11,Slc33a1
0.6,0.3,2.0417596546082993e-112,0.6133018629925985,0.391,0.291,9.677940762843338e-110,11,Pycr2
0.6,0.3,3.4101990310727258e-109,0.4472057477863296,0.445,0.342,1.616434340728472e-106,11,Acad8
0.6,0.3,3.9186649241856566e-109,0.6674840038515739,0.294,0.2,1.8574471740640012e-106,11,Pgm2
0.6,0.3,5.407367892067471e-106,0.25543553467954827,0.747,0.645,2.563092380839981e-103,11,Bhlhe41
0.6,0.3,1.2645312018980935e-95,0.7538190283549233,0.182,0.11,5.993877896996963e-93,11,Pgls
0.6,0.3,1.2885200460013984e-93,0.6579035266060311,0.261,0.178,6.107585018046628e-91,11,St6galnac4
0.6,0.3,2.928748956068615e-92,0.786176695072955,0.112,0.058,1.3882270051765235e-89,11,Pax6
0.6,0.3,1.1682936597719526e-91,0.3328053054840906,0.566,0.474,5.5377119473190555e-89,11,Odc1
0.6,0.3,1.1895171304602137e-90,0.40707784749543413,0.612,0.553,5.638311198381413e-88,11,Stt3a
0.6,0.3,1.3359493574129658e-88,0.3694111656933706,0.588,0.5,6.3323999541374576e-86,11,Abhd17a
0.6,0.3,9.399153163258663e-88,0.6997617400472962,0.218,0.143,4.4551985993846064e-85,11,Mapkapk2
0.6,0.3,4.6919050092028287e-85,0.4755893047461929,0.46,0.375,2.2239629743621408e-82,11,G6pc3
0.6,0.3,3.470998475993477e-84,0.5032339101442715,0.445,0.363,1.645253277620908e-81,11,Acer3
0.6,0.3,3.1029805044311496e-80,0.6427769073151777,0.274,0.196,1.470812759100365e-77,11,Pla2g12a
0.6,0.3,3.273012775476125e-76,0.27968925604068406,0.648,0.558,1.5514080555756833e-73,11,Gmps
0.6,0.3,1.4063232572999655e-75,0.3525732313780262,0.634,0.576,6.665972239601837e-73,11,Rxrb
0.6,0.3,1.1942977224257634e-73,0.3754272592344113,0.567,0.501,5.660971204298118e-71,11,Pgd
0.6,0.3,6.273429607446236e-72,0.5801434239757508,0.235,0.163,2.973605633929516e-69,11,Bckdha
0.6,0.3,1.4540198280138165e-69,0.5514391560002094,0.331,0.256,6.89205398478549e-67,11,C1galt1c1
0.6,0.3,4.223386588682967e-66,0.5134340113942293,0.334,0.259,2.0018852430357264e-63,11,Gsr
0.6,0.3,8.613644176994019e-66,0.7801136896041485,0.147,0.093,4.082867339895165e-63,11,G6pd2
0.6,0.3,1.283743031906049e-63,0.4015297475768294,0.496,0.428,6.084941971234672e-61,11,Acaca
0.6,0.3,1.4187132478107828e-63,0.5815310776046192,0.187,0.126,6.72470079462311e-61,11,Acaa1a
0.6,0.3,8.155568190217997e-54,0.4596764443285184,0.335,0.267,3.865739322163331e-51,11,Cbr1
0.6,0.3,6.697729944253251e-51,0.6816201640977657,0.167,0.116,3.174723993576041e-48,11,Ppat
0.6,0.3,1.784178893752762e-49,0.28679081732901435,0.196,0.137,8.457007956388092e-47,11,Rorb
0.6,0.3,2.404655129401579e-48,0.5901067936505235,0.195,0.141,1.1398065313363484e-45,11,Cox10
0.6,0.3,5.773562524296121e-48,0.2650771780837442,0.673,0.646,2.7366686365163615e-45,11,Cndp2
0.6,0.3,7.531511450162655e-43,0.26263150956023784,0.464,0.396,3.5699364273770986e-40,11,Bace1
0.6,0.3,2.2694249167507708e-35,0.3568510093122532,0.335,0.278,1.0757074105398654e-32,11,Cox14
0.6,0.3,9.477850828121643e-26,0.45608334567592035,0.147,0.111,4.4925012925296586e-23,11,Dad1
0.6,0.3,4.324857181381953e-20,0.3179736463497089,0.319,0.282,2.0499823039750456e-17,11,Sphk2
0.6,0.3,4.251136496741863e-15,0.25289079658800606,0.193,0.161,2.015038699455643e-12,11,Ppard
0.6,0.3,5.517011044924985e-13,0.3088943786845886,0.189,0.162,2.615063235294443e-10,11,Polr1a
0.6,0.3,0,2.5346857910627625,0.763,0.077,0,12,Car12
0.6,0.3,0,2.723114348426331,0.973,0.406,0,12,Grin2a
0.6,0.3,0,3.0964594193477595,0.962,0.426,0,12,Dgat2
0.6,0.3,0,2.0367983289316807,0.957,0.432,0,12,Grin2b
0.6,0.3,0,1.4219640553072135,0.911,0.4,0,12,Tnr
0.6,0.3,0,1.8459635808086194,0.79,0.289,0,12,Calb1
0.6,0.3,0,2.584109737442051,0.591,0.111,0,12,Jun
0.6,0.3,0,1.7324344927794924,0.889,0.459,0,12,Dgkd
0.6,0.3,0,1.8724118066061266,0.946,0.55,0,12,Pfkl
0.6,0.3,0,1.1699868420509623,0.959,0.57,0,12,Opcml
0.6,0.3,0,1.4298758228469053,0.789,0.402,0,12,Hs2st1
0.6,0.3,0,0.9709654220315974,0.631,0.261,0,12,St6galnac3
0.6,0.3,0,0.9371448386022893,0.531,0.169,0,12,Lypd1
0.6,0.3,0,2.0054371326439453,0.984,0.627,0,12,Chst1
0.6,0.3,0,1.587018579216854,0.992,0.638,0,12,Slc17a7
0.6,0.3,0,1.2014374834476342,0.849,0.532,0,12,Fut8
0.6,0.3,0,5.027947256023873,0.321,0.017,0,12,Tdo2
0.6,0.3,0,1.2559811512089585,0.403,0.107,0,12,Gpnmb
0.6,0.3,0,0.33317988051825553,0.416,0.128,0,12,Ocln
0.6,0.3,0,0.615751952412489,0.76,0.478,0,12,Serpina3n
0.6,0.3,0,1.0504860520180133,0.891,0.612,0,12,Arsb
0.6,0.3,0,0.6380684429994022,0.865,0.586,0,12,Rhob
0.6,0.3,0,0.5062169791474742,0.857,0.585,0,12,Acsl6
0.6,0.3,0,0.9470234494429604,0.874,0.612,0,12,Chka
0.6,0.3,0,0.973281910139313,0.642,0.381,0,12,Ext2
0.6,0.3,0,1.0805587935880903,0.917,0.656,0,12,Pdhb
0.6,0.3,0,0.9127824524595629,0.519,0.259,0,12,Mt3
0.6,0.3,0,0.7955748050384505,0.812,0.554,0,12,Gmps
0.6,0.3,0,0.9489988937997893,0.829,0.572,0,12,Rxrb
0.6,0.3,0,0.9296574342395589,0.689,0.434,0,12,Pmm1
0.6,0.3,0,1.0024801408852537,0.819,0.567,0,12,Ctps2
0.6,0.3,0,1.168736650654608,0.924,0.672,0,12,Dpm1
0.6,0.3,0,0.8922001994794576,0.649,0.398,0,12,Neu1
0.6,0.3,0,0.9384460934662091,0.55,0.3,0,12,Ophn1
0.6,0.3,0,0.49512304747453406,0.96,0.71,0,12,Got1
0.6,0.3,0,1.3194318473909996,0.442,0.192,0,12,Pla2g12a
0.6,0.3,0,0.8627268684258182,0.604,0.359,0,12,Acer3
0.6,0.3,0,0.8351831513536172,0.435,0.191,0,12,Stard8
0.6,0.3,0,0.9610265586105826,0.875,0.632,0,12,P4ha1
0.6,0.3,0,0.8717839696426769,0.702,0.459,0,12,Kdsr
0.6,0.3,0,0.8180563459476534,0.583,0.34,0,12,Prps2
0.6,0.3,0,0.8692437188475506,0.582,0.35,0,12,Impdh2
0.6,0.3,0,0.7411188881888013,0.693,0.461,0,12,Gclc
0.6,0.3,0,0.9772914257581405,0.502,0.274,0,12,Cox14
0.6,0.3,0,0.6713902283176056,0.55,0.324,0,12,Fut9
0.6,0.3,0,0.39923071449253694,0.746,0.52,0,12,Bhlhe40
0.6,0.3,0,1.3566869494045444,0.977,0.752,0,12,Sorl1
0.6,0.3,0,0.7939928663535762,0.564,0.339,0,12,Acad8
0.6,0.3,0,1.005195012801669,0.911,0.695,0,12,Comt
0.6,0.3,0,0.6516180746699722,0.609,0.393,0,12,Bace1
0.6,0.3,0,0.5944479167254024,0.686,0.471,0,12,Odc1
0.6,0.3,0,0.9879613131658119,0.855,0.643,0,12,Bhlhe41
0.6,0.3,0,0.3953163409749262,0.87,0.659,0,12,Acsl4
0.6,0.3,0,0.5703566504494795,0.923,0.714,0,12,Pfkm
0.6,0.3,0,0.5685576703810802,0.49,0.282,0,12,B3galt5
0.6,0.3,0,0.6112567842875337,0.667,0.46,0,12,Acss2
0.6,0.3,0,1.2655742263459284,0.328,0.122,0,12,Dpyd
0.6,0.3,0,0.6482780548547051,0.835,0.63,0,12,Adss
0.6,0.3,0,0.9433560496728597,0.928,0.727,0,12,Dld
0.6,0.3,0,0.38811861175909723,0.335,0.135,0,12,Gad1
0.6,0.3,0,1.2063764707463882,0.308,0.111,0,12,B4galt1
0.6,0.3,0,1.0508959228127717,0.959,0.763,0,12,Etnk1
0.6,0.3,0,0.9532006588544771,0.942,0.747,0,12,Auh
0.6,0.3,0,0.8976659030047116,0.45,0.257,0,12,Gsr
0.6,0.3,0,0.7324297287072074,0.449,0.257,0,12,Acsl1
0.6,0.3,0,0.8852098873891328,0.908,0.717,0,12,Ndufv2
0.6,0.3,0,0.8429709838357429,0.45,0.264,0,12,Cbr1
0.6,0.3,0,0.677434552688865,0.827,0.644,0,12,Ddost
0.6,0.3,0,0.49009832766302686,0.974,0.795,0,12,Bin1
0.6,0.3,0,1.3549750548657307,0.286,0.114,0,12,Ppat
0.6,0.3,0,0.56601849951758,0.749,0.579,0,12,Slc33a1
0.6,0.3,0,0.8990736494939138,0.978,0.81,0,12,Mdh2
0.6,0.3,0,0.8018598960984545,0.951,0.785,0,12,Ndufs1
0.6,0.3,0,1.0534048503763251,0.322,0.159,0,12,Polr1a
0.6,0.3,0,0.8065526653495579,0.956,0.795,0,12,Man2a2
0.6,0.3,0,0.6473555728847841,0.919,0.76,0,12,Dlat
0.6,0.3,0,0.2734954429001797,0.952,0.798,0,12,Pygb
0.6,0.3,0,1.6007688177843757,0.994,0.842,0,12,Gls
0.6,0.3,0,0.3287906652885402,0.941,0.789,0,12,Ldha
0.6,0.3,0,0.5772190579080017,0.912,0.762,0,12,Acat1
0.6,0.3,0,0.6355237956686883,0.913,0.773,0,12,Echs1
0.6,0.3,0,1.9975980108900693,0.185,0.045,0,12,Tunar
0.6,0.3,0,0.672451924894796,0.984,0.847,0,12,Got2
0.6,0.3,0,0.4538464095555812,0.92,0.783,0,12,Tecr
0.6,0.3,0,0.9429388796709555,0.99,0.855,0,12,Tmx4
0.6,0.3,0,0.45940711509574617,0.905,0.777,0,12,Ptges3
0.6,0.3,0,1.2385833177427554,0.211,0.083,0,12,Vldlr
0.6,0.3,0,0.43909198207538136,0.921,0.804,0,12,Adam10
0.6,0.3,0,0.5883691487049918,0.922,0.806,0,12,Dlst
0.6,0.3,0,0.4528601603707447,0.91,0.802,0,12,Sdhb
0.6,0.3,0,0.6134980313696676,0.97,0.865,0,12,Hk1
0.6,0.3,0,0.9737930635294352,0.996,0.894,0,12,Snap25
0.6,0.3,0,0.7407760087370316,0.991,0.911,0,12,Oxct1
0.6,0.3,0,0.474194675231288,0.973,0.904,0,12,Uba52
0.6,0.3,0,0.9812596802356346,0.998,0.932,0,12,App
0.6,0.3,0,0.3826938529225694,0.948,0.896,0,12,Ppt1
0.6,0.3,0,0.38173018768199585,0.991,0.948,0,12,Pgam1
0.6,0.3,0,0.4006261243150515,0.983,0.941,0,12,Cs
0.6,0.3,0,0.2578087746404236,0.992,0.968,0,12,Uqcrc1
0.6,0.3,0,0.26144922585232244,0.996,0.982,0,12,Sdha
0.6,0.3,0,0.5541111263226846,1,0.992,0,12,Tmsb4x
0.6,0.3,0,0.39823181797812746,0.999,0.995,0,12,Pkm
0.6,0.3,0,0.34715579243693107,1,1,0,12,Gapdh
0.6,0.3,0,0.48626777385800324,1,1,0,12,Psap
0.6,0.3,1.859028061533052e-307,0.8361248549678704,0.447,0.262,8.811793011666667e-305,12,Nt5c
0.6,0.3,2.8940080552009327e-300,0.571610905548941,0.694,0.502,1.371759818165242e-297,12,Lta4h
0.6,0.3,3.1882366272819803e-299,0.6236045412067689,0.656,0.46,1.5112241613316588e-296,12,Gpat4
0.6,0.3,2.8787858668242965e-293,0.4251978119564774,0.864,0.737,1.3645445008747166e-290,12,Hif1a
0.6,0.3,1.0357054733997129e-280,0.6160212670571947,0.649,0.464,4.9092439439146394e-278,12,Sc5d
0.6,0.3,5.552321996946955e-277,0.33274333676442835,0.945,0.862,2.6318006265528566e-274,12,Ogdh
0.6,0.3,2.4138305392194663e-276,0.6690677631084827,0.56,0.373,1.144155675590027e-273,12,Pomgnt1
0.6,0.3,7.310657479038024e-276,0.35525523485046895,0.731,0.517,3.4652516450640234e-273,12,Hmgcr
0.6,0.3,5.800990424332033e-265,0.33844311394121457,0.734,0.51,2.7496694611333833e-262,12,Abcg1
0.6,0.3,4.214435057076743e-243,0.6293776831018952,0.564,0.387,1.997642217054376e-240,12,Pank3
0.6,0.3,3.3154757992206995e-241,0.44401147168181865,0.793,0.643,1.5715355288306115e-238,12,Cndp2
0.6,0.3,4.3732798550690014e-232,0.6661961528429247,0.459,0.29,2.0729346513027066e-229,12,Pycr2
0.6,0.3,2.2692014982450794e-217,0.8247060305618346,0.315,0.177,1.0756015101681676e-214,12,St6galnac4
0.6,0.3,2.802200392625105e-214,0.750476609614871,0.375,0.227,1.3282429861042996e-211,12,Alg5
0.6,0.3,6.604058948938931e-209,0.5933838042223321,0.516,0.352,3.1303239417970537e-206,12,Cat
0.6,0.3,4.194797864769443e-208,1.2842523543838804,0.127,0.049,1.9883341879007159e-205,12,Pparg
0.6,0.3,2.5429808478189676e-200,0.39425531382851853,0.875,0.768,1.2053729218661906e-197,12,Srebf2
0.6,0.3,4.559672489131995e-193,0.5967281514936684,0.198,0.094,2.1612847598485656e-190,12,Plcg2
0.6,0.3,2.4987378410955824e-192,0.33409409284472474,0.557,0.385,1.1844017366793061e-189,12,Chst11
0.6,0.3,1.085239069590175e-191,0.6466508326994354,0.429,0.28,5.14403318985743e-189,12,Sphk2
0.6,0.3,6.6012644150423905e-189,0.34293895240808214,0.842,0.723,3.128999332730093e-186,12,Smpd1
